Age,Cabin,Embarked,Fare,Name,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Age_meanimp,Age_medianimp,Title,Surname,Age_scal,Fare_scaled,Family_size,IsAlone
1.0,C32,1,10.0,"Young, Miss. Marie Grice",0,326,1,0,0,1.0,240,36.0,36.0,1,Young,0.5036169094488053,1.9789015164057067,1,1
4.0,,0,0.0,"Nysveen, Mr. Johan Hansen",0,327,3,1,0,0.0,288,61.0,61.0,0,Nysveen,2.4415548024647338,-0.5228669742164694,1,1
1.0,D,0,9.0,"Ball, Mrs. (Ada E Hall)",0,328,2,0,0,1.0,289,36.0,36.0,1,Ball,0.5036169094488053,-0.3921192264701557,1,1
3.0,,0,7.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,329,3,0,1,1.0,153,31.0,31.0,1,Goldsmith,0.1160293308456196,-0.24662912639015405,3,0
6.0,B18,1,1.0,"Hippach, Miss. Jean Gertrude",1,330,1,0,0,1.0,290,16.0,16.0,1,Hippach,-1.0467334049639376,0.47751908708710805,2,0
2.0,,2,4.0,"McCoy, Miss. Agnes",0,331,3,0,2,1.0,269,28.0,28.0,1,McCoy,-0.11652321631629182,-0.19394334264025312,3,0
7.0,C124,0,6.0,"Partner, Mr. Austen",0,332,1,1,0,0.0,291,45.5,45.5,0,Partner,1.2400333087948583,-0.09243862165420545,1,1
1.0,C91,0,10.0,"Graham, Mr. George Edward",1,333,1,1,0,0.0,239,38.0,38.0,0,Graham,0.6586519408900796,2.3236154157208384,2,0
6.0,,0,7.0,"Vander Planke, Mr. Leo Edmondus",0,334,3,1,2,0.0,37,16.0,16.0,0,Vander Planke,-1.0467334049639376,-0.29544806362630077,3,0
2.0,,0,10.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,335,1,0,1,1.0,292,28.0,28.0,1,Frauenthal,-0.11652321631629182,1.9405559329520634,2,0
2.0,,0,8.0,"Denkoff, Mr. Mitto",0,336,3,1,0,0.0,293,28.0,28.0,0,Denkoff,-0.11652321631629182,-0.4908050163476765,1,1
8.0,C2,0,1.0,"Pears, Mr. Thomas Clinton",0,337,1,1,1,0.0,140,29.0,29.0,0,Pears,-0.03900570059565468,0.6441956392159689,2,0
1.0,E40,1,10.0,"Burns, Miss. Elizabeth Margaret",0,338,1,0,0,1.0,284,41.0,41.0,1,Burns,0.891204488051991,1.9569900306355188,1,1
7.0,,0,2.0,"Dahl, Mr. Karl Edwart",0,339,3,1,0,1.0,294,45.0,45.0,0,Dahl,1.2012745509345397,-0.48782367768557205,1,1
7.0,T,0,3.0,"Blackwell, Mr. Stephen Weart",0,340,1,1,0,0.0,295,45.0,45.0,0,Blackwell,1.2012745509345397,0.042901006327191425,1,1
5.0,F2,0,4.0,"Navratil, Master. Edmond Roger",1,341,2,1,1,1.0,137,2.0,2.0,2,Navratil,-2.1319786250528576,-0.14077420307613292,3,0
9.0,C23 C25 C27,0,10.0,"Fortune, Miss. Alice Elizabeth",2,342,1,0,3,1.0,26,24.0,24.0,1,Fortune,-0.4265932791988404,4.44143891572259,6,0
2.0,,0,9.0,"Collander, Mr. Erik Gustaf",0,343,2,1,0,0.0,296,28.0,28.0,0,Collander,-0.11652321631629182,-0.3921192264701557,1,1
9.0,,0,9.0,"Sedgwick, Mr. Charles Frederick Waddington",0,344,2,1,0,0.0,297,25.0,25.0,0,Sedgwick,-0.34907576347820324,-0.3921192264701557,1,1
1.0,,0,9.0,"Fox, Mr. Stanley Hubert",0,345,2,1,0,0.0,298,36.0,36.0,0,Fox,0.5036169094488053,-0.3921192264701557,1,1
9.0,F33,0,9.0,"Brown, Miss. Amelia ""Mildred""",0,346,2,0,0,1.0,299,24.0,24.0,1,Brown,-0.4265932791988404,-0.3921192264701557,1,1
1.0,,0,9.0,"Smith, Miss. Marion Elsie",0,347,2,0,0,1.0,300,40.0,40.0,1,Smith,0.8136869723313539,-0.3921192264701557,1,1
2.0,,0,7.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,348,3,0,1,1.0,301,28.0,28.0,1,Davison,-0.11652321631629182,-0.3321831055069656,2,0
5.0,,0,7.0,"Coutts, Master. William Loch ""William""",1,349,3,1,1,1.0,302,3.0,3.0,2,Coutts,-2.0544611093322205,-0.33604995202071986,3,0
7.0,,0,2.0,"Dimic, Mr. Jovan",0,350,3,1,0,0.0,303,42.0,42.0,0,Dimic,0.9687220037726282,-0.4759814602371998,1,1
9.0,,0,5.0,"Odahl, Mr. Nils Martin",0,351,3,1,0,0.0,304,23.0,23.0,0,Odahl,-0.5041107949194775,-0.4651059544172661,1,1
2.0,C128,0,3.0,"Williams-Lambert, Mr. Fletcher Fellows",0,352,1,1,0,0.0,305,28.0,28.0,0,Williams-Lambert,-0.11652321631629182,0.033233890042805934,1,1
5.0,,1,0.0,"Elias, Mr. Tannous",1,353,3,1,1,0.0,306,15.0,15.0,0,Elias,-1.1242509206845748,-0.5036932157780193,3,0
9.0,,0,7.0,"Arnold-Franchi, Mr. Josef",0,354,3,1,1,0.0,48,25.0,25.0,0,Arnold-Franchi,-0.34907576347820324,-0.29931491014005496,2,0
2.0,,1,0.0,"Yousif, Mr. Wazli",0,355,3,1,0,0.0,307,28.0,28.0,0,Yousif,-0.11652321631629182,-0.5037744195548081,1,1
2.0,,0,5.0,"Vanden Steen, Mr. Leo Peter",0,356,3,1,0,0.0,308,28.0,28.0,0,Vanden Steen,-0.11652321631629182,-0.4597890404608541,1,1
0.0,E33,0,1.0,"Bowerman, Miss. Elsie Edith",1,357,1,0,0,1.0,154,22.0,22.0,1,Bowerman,-0.5816283106401147,0.4199185414182256,2,0
1.0,,0,9.0,"Funk, Miss. Annie Clemmer",0,358,2,0,0,0.0,309,38.0,38.0,1,Funk,0.6586519408900796,-0.3921192264701557,1,1
2.0,,2,8.0,"McGovern, Miss. Mary",0,359,3,0,0,1.0,310,28.0,28.0,1,McGovern,-0.11652321631629182,-0.4911259646083181,1,1
2.0,,2,8.0,"Mockler, Miss. Helen Mary ""Ellie""",0,360,3,0,0,1.0,311,28.0,28.0,1,Mockler,-0.11652321631629182,-0.4911259646083181,1,1
1.0,,0,6.0,"Skoog, Mr. Wilhelm",4,361,3,1,1,0.0,62,40.0,40.0,0,Skoog,0.8136869723313539,-0.10403916119546806,6,0
8.0,,1,6.0,"del Carlo, Mr. Sebastiano",0,362,2,1,1,0.0,312,29.0,29.0,0,del Carlo,-0.03900570059565468,-0.10750385567179178,2,0
7.0,,1,9.0,"Barbara, Mrs. (Catherine David)",1,363,3,0,0,0.0,313,45.0,45.0,1,Barbara,1.2012745509345397,-0.3640033854686489,2,0
3.0,,0,0.0,"Asim, Mr. Adola",0,364,3,1,0,0.0,314,35.0,35.0,0,Asim,0.4260993937281682,-0.507157910254343,1,1
2.0,,2,7.0,"O'Brien, Mr. Thomas",0,365,3,1,1,0.0,168,28.0,28.0,0,O'Brien,-0.11652321631629182,-0.3437836450482282,2,0
8.0,,0,0.0,"Adahl, Mr. Mauritz Nils Martin",0,366,3,1,0,0.0,315,30.0,30.0,0,Adahl,0.03851181512498246,-0.5032910637405889,1,1
4.0,D37,1,1.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,367,1,0,1,1.0,316,60.0,60.0,1,Warren,2.3640372867440966,0.811436750935838,2,0
2.0,,1,0.0,"Moussa, Mrs. (Mantoura Boulos)",0,368,3,0,0,1.0,317,28.0,28.0,1,Moussa,-0.11652321631629182,-0.5036932157780193,1,1
2.0,,2,11.0,"Jermyn, Miss. Annie",0,369,3,0,0,1.0,318,28.0,28.0,1,Jermyn,-0.11652321631629182,-0.49362394745620336,1,1
9.0,B35,1,1.0,"Aubart, Mme. Leontine Pauline",0,370,1,0,0,1.0,319,24.0,24.0,1,Aubart,-0.4265932791988404,0.6963980671516505,1,1
9.0,E50,1,1.0,"Harder, Mr. George Achilles",0,371,1,1,1,1.0,320,25.0,25.0,0,Harder,-0.34907576347820324,0.42845847194385167,2,0
6.0,,0,0.0,"Wiklund, Mr. Jakob Alfred",0,372,3,1,1,0.0,321,18.0,18.0,0,Wiklund,-0.8916983735226632,-0.5178729419439559,2,0
6.0,,0,2.0,"Beavan, Mr. William Thomas",0,373,3,1,0,0.0,322,19.0,19.0,0,Beavan,-0.8141808578020261,-0.48782367768557205,1,1
0.0,,1,10.0,"Ringhini, Mr. Sante",0,374,1,1,0,0.0,240,22.0,22.0,0,Ringhini,-0.5816283106401147,1.9789015164057067,1,1
5.0,,0,4.0,"Palsson, Miss. Stina Viola",1,375,3,0,3,0.0,7,3.0,3.0,1,Palsson,-2.0544611093322205,-0.23599529847733,5,0
2.0,,1,1.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,376,1,0,1,1.0,33,28.0,28.0,1,Meyer,-0.11652321631629182,0.9452451076977882,2,0
0.0,,0,0.0,"Landergren, Miss. Aurora Adelia",0,377,3,0,0,1.0,323,22.0,22.0,1,Landergren,-0.5816283106401147,-0.5032910637405889,1,1
2.0,C82,1,10.0,"Widener, Mr. Harry Elkins",2,378,1,1,0,0.0,324,27.0,27.0,0,Widener,-0.19404073203692898,3.4457259384308845,3,0
0.0,,1,0.0,"Betros, Mr. Tannous",0,379,3,1,0,0.0,325,20.0,20.0,0,Betros,-0.736663342081389,-0.5658856416819849,1,1
6.0,,0,11.0,"Gustafsson, Mr. Karl Gideon",0,380,3,1,0,0.0,326,19.0,19.0,0,Gustafsson,-0.8141808578020261,-0.4931405916419841,1,1
7.0,,1,10.0,"Bidois, Miss. Rosalie",0,381,1,0,0,1.0,327,42.0,42.0,1,Bidois,0.9687220037726282,3.7555570153454396,1,1
5.0,,1,7.0,"Nakid, Miss. Maria (""Mary"")",2,382,3,0,0,1.0,328,1.0,1.0,1,Nakid,-2.2094961407734948,-0.33911056103635623,3,0
3.0,,0,2.0,"Tikkanen, Mr. Juho",0,383,3,1,0,0.0,329,32.0,32.0,0,Tikkanen,0.19354684656625676,-0.4902404567566684,1,1
3.0,,0,3.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,384,1,0,1,1.0,34,35.0,35.0,1,Holverson,0.4260993937281682,0.36191584371191265,2,0
2.0,,0,8.0,"Plotcharsky, Mr. Vasil",0,385,3,1,0,0.0,330,28.0,28.0,0,Plotcharsky,-0.11652321631629182,-0.4908050163476765,1,1
6.0,,0,1.0,"Davies, Mr. Charles Henry",0,386,2,1,0,0.0,70,18.0,18.0,0,Davies,-0.8916983735226632,0.7776018439404888,1,1
5.0,,0,3.0,"Goodwin, Master. Sidney Leonard",2,387,3,1,5,0.0,58,1.0,1.0,2,Goodwin,-2.2094961407734948,0.2633112576111806,8,0
1.0,,0,9.0,"Buss, Miss. Kate",0,388,2,0,0,1.0,331,36.0,36.0,1,Buss,0.5036169094488053,-0.3921192264701557,1,1
2.0,,2,11.0,"Sadlier, Mr. Matthew",0,389,3,1,0,0.0,332,28.0,28.0,0,Sadlier,-0.11652321631629182,-0.4940260994936338,1,1
6.0,,1,5.0,"Lehmann, Miss. Bertha",0,390,2,0,0,1.0,333,17.0,17.0,1,Lehmann,-0.9692158892433004,-0.41145345903892666,1,1
1.0,B96 B98,0,10.0,"Carter, Mr. William Ernest",2,391,1,1,1,1.0,334,36.0,36.0,0,Carter,0.5036169094488053,1.6766436583883395,4,0
0.0,,0,8.0,"Jansson, Mr. Carl Olof",0,392,3,1,0,1.0,335,21.0,21.0,0,Jansson,-0.6591458263607518,-0.49273843960455366,1,1
2.0,,0,2.0,"Gustafsson, Mr. Johan Birger",0,393,3,1,2,0.0,336,28.0,28.0,0,Gustafsson,-0.11652321631629182,-0.4902404567566684,3,0
9.0,D36,1,10.0,"Newell, Miss. Marjorie",0,394,1,0,1,1.0,193,23.0,23.0,1,Newell,-0.5041107949194775,1.5466209443633547,2,0
9.0,G6,0,7.0,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",2,395,3,0,0,1.0,10,24.0,24.0,1,Sandstrom,-0.4265932791988404,-0.32058256596570306,3,0
0.0,,0,8.0,"Johansson, Mr. Erik",0,396,3,1,0,0.0,337,22.0,22.0,0,Johansson,-0.5816283106401147,-0.49273843960455366,1,1
3.0,,0,8.0,"Olsson, Miss. Elina",0,397,3,0,0,0.0,338,31.0,31.0,1,Olsson,0.1160293308456196,-0.4916093204225374,1,1
7.0,,0,4.0,"McKane, Mr. Peter David",0,398,2,1,0,0.0,339,46.0,46.0,0,McKane,1.2787920666551769,-0.14077420307613292,1,1
9.0,,0,5.0,"Pain, Dr. Alfred",0,399,2,1,0,0.0,340,23.0,23.0,3,Pain,-0.5041107949194775,-0.44045480789208313,1,1
2.0,,0,9.0,"Trout, Mrs. William H (Jessie L)",0,400,2,0,0,1.0,341,28.0,28.0,1,Trout,-0.11652321631629182,-0.3988862078692256,1,1
1.0,,0,2.0,"Niskanen, Mr. Juha",0,401,3,1,0,1.0,342,39.0,39.0,0,Niskanen,0.7361694566107168,-0.4902404567566684,1,1
2.0,,0,2.0,"Adams, Mr. John",0,402,3,1,0,0.0,343,26.0,26.0,0,Adams,-0.2715582477575661,-0.48782367768557205,1,1
0.0,,0,5.0,"Jussila, Miss. Mari Aina",0,403,3,0,1,0.0,344,21.0,21.0,1,Jussila,-0.6591458263607518,-0.45350541487600354,2,0
2.0,,0,7.0,"Hakkarainen, Mr. Pekka Pietari",0,404,3,1,1,0.0,132,28.0,28.0,0,Hakkarainen,-0.11652321631629182,-0.33701666364915833,2,0
0.0,,0,2.0,"Oreskovic, Miss. Marija",0,405,3,0,0,0.0,345,20.0,20.0,1,Oreskovic,-0.736663342081389,-0.4759814602371998,1,1
3.0,,0,4.0,"Gale, Mr. Shadrach",0,406,2,1,1,0.0,346,34.0,34.0,0,Gale,0.34858187800753104,-0.23744536591998783,2,0
4.0,,0,11.0,"Widegren, Mr. Carl/Charles Peter",0,407,3,1,0,0.0,347,51.0,51.0,0,Widegren,1.6663796452583626,-0.49362394745620336,1,1
5.0,,0,7.0,"Richards, Master. William Rowe",1,408,2,1,1,1.0,348,3.0,3.0,2,Richards,-2.0544611093322205,-0.2809473891997225,3,0
0.0,,0,11.0,"Birkeland, Mr. Hans Martin Monsen",0,409,3,1,0,0.0,349,21.0,21.0,0,Birkeland,-0.6591458263607518,-0.4931405916419841,1,1
2.0,,0,4.0,"Lefebre, Miss. Ida",1,410,3,0,3,0.0,160,28.0,28.0,1,Lefebre,-0.11652321631629182,-0.15108514930505848,5,0
2.0,,0,8.0,"Sdycoff, Mr. Todor",0,411,3,1,0,0.0,350,28.0,28.0,0,Sdycoff,-0.11652321631629182,-0.4908050163476765,1,1
2.0,,2,0.0,"Hart, Mr. Henry",0,412,3,1,0,0.0,351,28.0,28.0,0,Hart,-0.11652321631629182,-0.5108642826377764,1,1
3.0,C78,2,10.0,"Minahan, Miss. Daisy E",0,413,1,0,1,1.0,219,33.0,33.0,1,Minahan,0.2710643622868939,1.09661668132521,2,0
2.0,,0,0.0,"Cunningham, Mr. Alfred Fleming",0,414,2,1,0,0.0,247,28.0,28.0,0,Cunningham,-0.11652321631629182,-0.6434642498641785,1,1
7.0,,0,2.0,"Sundman, Mr. Johan Julian",0,415,3,1,0,1.0,352,44.0,44.0,0,Sundman,1.1237570352139026,-0.4902404567566684,1,1
2.0,,0,2.0,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,416,3,0,0,0.0,353,28.0,28.0,1,Meek,-0.11652321631629182,-0.48782367768557205,1,1
3.0,,0,3.0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,417,2,0,1,1.0,354,34.0,34.0,1,Drew,0.34858187800753104,-0.015101691379121521,3,0
6.0,,0,9.0,"Silven, Miss. Lyyli Karoliina",2,418,2,0,0,1.0,355,18.0,18.0,1,Silven,-0.8916983735226632,-0.3921192264701557,3,0
8.0,,0,9.0,"Matthews, Mr. William John",0,419,2,1,0,0.0,356,30.0,30.0,0,Matthews,0.03851181512498246,-0.3921192264701557,1,1
5.0,,0,4.0,"Van Impe, Miss. Catharina",2,420,3,0,0,0.0,357,10.0,10.0,1,Van Impe,-1.5118384992877605,-0.17654253332835926,3,0
2.0,,1,8.0,"Gheorgheff, Mr. Stanio",0,421,3,1,0,0.0,358,28.0,28.0,0,Gheorgheff,-0.11652321631629182,-0.4908050163476765,1,1
0.0,,2,11.0,"Charters, Mr. David",0,422,3,1,0,0.0,359,21.0,21.0,0,Charters,-0.6591458263607518,-0.4939468291401018,1,1
8.0,,0,8.0,"Zimmerman, Mr. Leo",0,423,3,1,0,0.0,360,29.0,29.0,0,Zimmerman,-0.03900570059565468,-0.491207168385107,1,1
2.0,,0,9.0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,424,3,0,1,0.0,361,28.0,28.0,1,Danbom,-0.11652321631629182,-0.3650513008738763,3,0
6.0,,0,7.0,"Rosblom, Mr. Viktor Richard",1,425,3,1,1,0.0,227,18.0,18.0,0,Rosblom,-0.8916983735226632,-0.252671074067895,3,0
2.0,,0,0.0,"Wiseman, Mr. Phillippe",0,426,3,1,0,0.0,362,28.0,28.0,0,Wiseman,-0.11652321631629182,-0.5032910637405889,1,1
2.0,,0,4.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,427,2,0,1,1.0,363,28.0,28.0,1,Clarke,-0.11652321631629182,-0.14077420307613292,2,0
6.0,,0,4.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,428,2,0,0,1.0,364,19.0,19.0,1,Phillips,-0.8141808578020261,-0.14077420307613292,1,1
2.0,,2,11.0,"Flynn, Mr. James",0,429,3,1,0,0.0,365,28.0,28.0,0,Flynn,-0.11652321631629182,-0.49362394745620336,1,1
3.0,E10,0,2.0,"Pickard, Mr. Berk (Berk Trembisky)",0,430,3,1,0,1.0,366,32.0,32.0,0,Pickard,0.19354684656625676,-0.48782367768557205,1,1
2.0,C52,0,6.0,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,431,1,1,0,1.0,367,28.0,28.0,0,Bjornstrom-Steffansson,-0.11652321631629182,-0.13014037516330884,1,1
2.0,,0,7.0,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,432,3,0,1,1.0,368,28.0,28.0,1,Thorneycroft,-0.11652321631629182,-0.3321831055069656,2,0
7.0,,0,4.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,433,2,0,1,1.0,369,42.0,42.0,1,Louch,0.9687220037726282,-0.14077420307613292,2,0
6.0,,0,0.0,"Kallio, Mr. Nikolai Erland",0,434,3,1,0,0.0,370,17.0,17.0,0,Kallio,-0.9692158892433004,-0.5057078428116852,1,1
7.0,E44,0,1.0,"Silvey, Mr. William Baird",0,435,1,1,1,0.0,371,50.0,50.0,0,Silvey,1.5888621295377254,0.43731935073011946,2,0
5.0,B96 B98,0,10.0,"Carter, Miss. Lucile Polk",2,436,1,0,1,1.0,334,14.0,14.0,1,Carter,-1.201768436405212,1.6766436583883395,4,0
0.0,,0,3.0,"Ford, Miss. Doolina Margaret ""Daisy""",2,437,3,0,2,0.0,84,21.0,21.0,1,Ford,-0.6591458263607518,0.02114999468732407,5,0
9.0,,0,7.0,"Richards, Mrs. Sidney (Emily Hocking)",3,438,2,0,2,1.0,348,24.0,24.0,1,Richards,-0.4265932791988404,-0.2809473891997225,6,0
4.0,C23 C25 C27,0,10.0,"Fortune, Mr. Mark",4,439,1,1,1,0.0,26,64.0,64.0,0,Fortune,2.674107349626645,4.44143891572259,6,0
3.0,,0,5.0,"Kvillner, Mr. Johan Henrik Johannesson",0,440,2,1,0,0.0,372,31.0,31.0,0,Kvillner,0.1160293308456196,-0.44045480789208313,1,1
7.0,,0,6.0,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,441,2,0,1,1.0,280,45.0,45.0,1,Hart,1.2012745509345397,-0.13594064493394017,3,0
0.0,,0,5.0,"Hampe, Mr. Leon",0,442,3,1,0,0.0,373,20.0,20.0,0,Hampe,-0.736663342081389,-0.4597890404608541,1,1
9.0,,0,11.0,"Petterson, Mr. Johan Emil",0,443,3,1,1,0.0,374,25.0,25.0,0,Petterson,-0.34907576347820324,-0.4931405916419841,2,0
2.0,,0,9.0,"Reynaldo, Ms. Encarnacion",0,444,2,0,0,1.0,375,28.0,28.0,1,Reynaldo,-0.11652321631629182,-0.3921192264701557,1,1
2.0,,0,2.0,"Johannesen-Bratthammer, Mr. Bernt",0,445,3,1,0,1.0,376,28.0,28.0,0,Johannesen-Bratthammer,-0.11652321631629182,-0.48661528815002386,1,1
5.0,A34,0,1.0,"Dodge, Master. Washington",2,446,1,1,0,1.0,377,4.0,4.0,2,Dodge,-1.9769435936115833,0.9392031600200472,3,0
5.0,,0,7.0,"Mellinger, Miss. Madeleine Violet",1,447,2,0,0,1.0,242,13.0,13.0,1,Mellinger,-1.279285952125849,-0.2664467147731443,2,0
3.0,,0,6.0,"Seward, Mr. Frederic Kimber",0,448,1,1,0,1.0,378,34.0,34.0,0,Seward,0.34858187800753104,-0.13014037516330884,1,1
5.0,,1,7.0,"Baclini, Miss. Marie Catherine",1,449,3,0,2,1.0,379,5.0,5.0,1,Baclini,-1.8994260778909462,-0.2711197987850163,4,0
4.0,C104,0,6.0,"Peuchen, Major. Arthur Godfrey",0,450,1,1,0,1.0,380,52.0,52.0,3,Peuchen,1.7438971609789997,-0.05377015651666348,1,1
1.0,,0,6.0,"West, Mr. Edwy Arthur",2,451,2,1,1,0.0,57,36.0,36.0,0,West,0.5036169094488053,-0.10693929608078369,4,0
2.0,,0,7.0,"Hagland, Mr. Ingvald Olai Olsen",0,452,3,1,1,0.0,381,28.0,28.0,0,Hagland,-0.11652321631629182,-0.2574234284332989,2,0
8.0,C111,1,6.0,"Foreman, Mr. Benjamin Laventall",0,453,1,1,0,0.0,382,30.0,30.0,0,Foreman,0.03851181512498246,-0.10693929608078369,1,1
7.0,C92,1,10.0,"Goldenberg, Mr. Samuel L",0,454,1,1,1,1.0,383,49.0,49.0,0,Goldenberg,1.5113446138170883,1.079297075790105,2,0
2.0,,0,2.0,"Peduzzi, Mr. Joseph",0,455,3,1,0,0.0,384,28.0,28.0,0,Peduzzi,-0.11652321631629182,-0.48782367768557205,1,1
8.0,,1,8.0,"Jalsevac, Mr. Ivan",0,456,3,1,0,1.0,385,29.0,29.0,0,Jalsevac,-0.03900570059565468,-0.4908050163476765,1,1
4.0,E38,0,6.0,"Millet, Mr. Francis Davis",0,457,1,1,0,0.0,386,65.0,65.0,0,Millet,2.7516248653472823,-0.13014037516330884,1,1
2.0,D21,0,3.0,"Kenyon, Mrs. Frederick R (Marion)",0,458,1,0,1,1.0,387,28.0,28.0,1,Kenyon,-0.11652321631629182,0.35925738673370655,2,0
7.0,,0,5.0,"Toomey, Miss. Ellen",0,459,2,0,0,1.0,388,50.0,50.0,1,Toomey,1.5888621295377254,-0.44045480789208313,1,1
2.0,,2,11.0,"O'Connor, Mr. Maurice",0,460,3,1,0,0.0,389,28.0,28.0,0,O'Connor,-0.11652321631629182,-0.49362394745620336,1,1
7.0,E12,0,6.0,"Anderson, Mr. Harry",0,461,1,1,0,1.0,390,48.0,48.0,0,Anderson,1.4338270980964511,-0.13014037516330884,1,1
3.0,,0,2.0,"Morley, Mr. William",0,462,3,1,0,0.0,391,34.0,34.0,0,Morley,0.34858187800753104,-0.48782367768557205,1,1
7.0,E63,0,3.0,"Gee, Mr. Arthur H",0,463,1,1,0,0.0,392,47.0,47.0,0,Gee,1.356309582375814,0.10090370403350438,1,1
7.0,,0,9.0,"Milling, Mr. Jacob Christian",0,464,2,1,0,0.0,393,48.0,48.0,0,Milling,1.4338270980964511,-0.3921192264701557,1,1
2.0,,0,2.0,"Maisner, Mr. Simon",0,465,3,1,0,0.0,394,28.0,28.0,0,Maisner,-0.11652321631629182,-0.48782367768557205,1,1
1.0,,0,0.0,"Goncalves, Mr. Manuel Estanslas",0,466,3,1,0,0.0,395,38.0,38.0,0,Goncalves,0.6586519408900796,-0.507157910254343,1,1
2.0,,0,0.0,"Campbell, Mr. William",0,467,2,1,0,0.0,247,28.0,28.0,0,Campbell,-0.11652321631629182,-0.6434642498641785,1,1
4.0,,0,6.0,"Smart, Mr. John Montgomery",0,468,1,1,0,0.0,396,56.0,56.0,0,Smart,2.053967223861548,-0.13014037516330884,1,1
2.0,,2,11.0,"Scanlan, Mr. James",0,469,3,1,0,0.0,397,28.0,28.0,0,Scanlan,-0.11652321631629182,-0.49410730327042257,1,1
5.0,,1,7.0,"Baclini, Miss. Helene Barbara",1,470,3,0,2,1.0,379,0.75,0.75,1,Baclini,-2.228875519703654,-0.2711197987850163,4,0
2.0,,0,0.0,"Keefe, Mr. Arthur",0,471,3,1,0,0.0,398,28.0,28.0,0,Keefe,-0.11652321631629182,-0.5032910637405889,1,1
1.0,,0,2.0,"Cacic, Mr. Luka",0,472,3,1,0,0.0,399,38.0,38.0,0,Cacic,0.6586519408900796,-0.4759814602371998,1,1
3.0,,0,6.0,"West, Mrs. Edwy Arthur (Ada Mary Worth)",2,473,2,0,1,1.0,57,33.0,33.0,1,West,0.2710643622868939,-0.10693929608078369,4,0
9.0,D,1,9.0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,474,2,0,0,1.0,400,23.0,23.0,1,Jerwan,-0.5041107949194775,-0.3768123145454597,1,1
0.0,,0,5.0,"Strandberg, Miss. Ida Sofia",0,475,3,0,0,0.0,401,22.0,22.0,1,Strandberg,-0.5816283106401147,-0.45326373696889394,1,1
2.0,A14,0,3.0,"Clifford, Mr. George Quincy",0,476,1,1,0,0.0,107,28.0,28.0,0,Clifford,-0.11652321631629182,0.36191584371191265,1,1
3.0,,0,4.0,"Renouf, Mr. Peter Henry",0,477,2,1,1,0.0,402,34.0,34.0,0,Renouf,0.34858187800753104,-0.23744536591998783,2,0
8.0,,0,0.0,"Braund, Mr. Lewis Richard",0,478,3,1,1,0.0,403,29.0,29.0,0,Braund,-0.03900570059565468,-0.5072391140311319,2,0
0.0,,0,11.0,"Karlsson, Mr. Nils August",0,479,3,1,0,0.0,404,22.0,22.0,0,Karlsson,-0.5816283106401147,-0.49805535356096564,1,1
5.0,,0,9.0,"Hirvonen, Miss. Hildur E",1,480,3,0,0,1.0,405,2.0,2.0,1,Hirvonen,-2.1319786250528576,-0.40589486717540496,2,0
5.0,,0,3.0,"Goodwin, Master. Harold Victor",2,481,3,1,5,0.0,58,9.0,9.0,2,Goodwin,-1.5893560150083976,0.2633112576111806,8,0
2.0,,0,0.0,"Frost, Mr. Anthony Wood ""Archie""",0,482,2,1,0,0.0,406,28.0,28.0,0,Frost,-0.11652321631629182,-0.6434642498641785,1,1
7.0,,0,2.0,"Rouse, Mr. Richard Henry",0,483,3,1,0,0.0,407,50.0,50.0,0,Rouse,1.5888621295377254,-0.48782367768557205,1,1
4.0,,0,5.0,"Turkula, Mrs. (Hedwig)",0,484,3,0,0,1.0,408,63.0,63.0,1,Turkula,2.596589833906008,-0.4580972951110867,1,1
9.0,B49,1,10.0,"Bishop, Mr. Dickinson H",0,485,1,1,1,1.0,260,25.0,25.0,0,Bishop,-0.34907576347820324,1.1174821851134276,2,0
2.0,,0,4.0,"Lefebre, Miss. Jeannie",1,486,3,0,3,0.0,160,28.0,28.0,1,Lefebre,-0.11652321631629182,-0.15108514930505848,5,0
3.0,C93,0,10.0,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,487,1,0,1,1.0,202,35.0,35.0,1,Hoyt,0.4260993937281682,1.09661668132521,2,0
4.0,B37,1,6.0,"Kent, Mr. Edward Austin",0,488,1,1,0,0.0,409,58.0,58.0,0,Kent,2.2090022553028223,-0.06923754257168029,1,1
